creation_datetime,user_id,unit_id,unit_type,rating
2022-02-14 18:03:10,user_4,unit_1,LEARNING_SET,2
2022-01-21 19:01:18,user_34,unit_43,LEARNING_SET,3
2022-02-06 20:28:09,user_46,unit_120,LEARNING_SET,100
2022-04-01 19:56:01,user_18,unit_200,LEARNING_SET,4
2022-03-22 12:17:16,user_18,unit_175,LEARNING_SET,4
2022-03-03 21:07:50,user_34,unit_85,LEARNING_SET,4
2022-03-07 20:26:28,user_18,unit_85,LEARNING_SET,4
2022-04-01 19:56:58,user_18,unit_224,LEARNING_SET,4
2022-03-21 18:54:04,user_18,unit_170,LEARNING_SET,4
2022-03-19 18:42:48,user_18,unit_218,LEARNING_SET,4
2022-03-06 11:04:19,user_22,unit_218,LEARNING_SET,4
2022-03-23 18:26:42,user_18,unit_184,LEARNING_SET,4
2022-03-25 18:39:20,user_18,unit_190,LEARNING_SET,4
2022-03-12 14:54:40,user_11,unit_352,LEARNING_SET,4
2022-02-25 20:41:48,user_11,unit_278,LEARNING_SET,4
2022-04-01 19:01:16,user_18,unit_317,LEARNING_SET,4
2022-02-13 10:45:52,user_11,unit_484,LEARNING_SET,4
2022-03-24 18:43:51,user_18,unit_187,LEARNING_SET,4
2022-03-03 15:47:59,user_11,unit_174,LEARNING_SET,4
2022-03-09 23:56:28,user_22,unit_497,LEARNING_SET,4
2022-01-20 22:50:21,user_22,unit_276,LEARNING_SET,4
2022-03-04 23:28:28,user_18,unit_35,LEARNING_SET,4
2022-03-11 20:35:47,user_18,unit_181,LEARNING_SET,4
2022-03-25 19:50:13,user_18,unit_220,LEARNING_SET,4
2022-03-09 15:20:31,user_22,unit_263,LEARNING_SET,4
2022-02-10 16:39:56,user_23,unit_31,LEARNING_SET,4
2022-02-10 16:37:00,user_23,unit_31,LEARNING_SET,4
2022-02-14 13:54:28,user_11,unit_508,LEARNING_SET,4
2022-03-25 18:55:21,user_18,unit_288,LEARNING_SET,4
2022-02-11 16:14:39,user_23,unit_120,LEARNING_SET,100
2022-02-06 19:35:20,user_15,unit_120,LEARNING_SET,90
2022-02-07 8:15:23,user_19,unit_120,LEARNING_SET,90
2022-03-07 17:39:06,user_14,unit_120,LEARNING_SET,90
2022-01-15 21:52:25,user_22,unit_120,LEARNING_SET,5
2022-02-06 19:42:27,user_49,unit_120,LEARNING_SET,5
2022-01-12 19:13:40,user_47,unit_120,LEARNING_SET,5
2022-02-08 21:17:39,user_11,unit_120,LEARNING_SET,5
2022-02-13 10:37:38,user_11,unit_443,LEARNING_SET,5
2022-04-01 19:59:17,user_18,unit_200,LEARNING_SET,5
2022-03-31 19:56:19,user_18,unit_199,LEARNING_SET,5
2022-02-05 12:52:46,user_4,unit_19,LEARNING_SET,5
2022-02-14 16:39:57,user_11,unit_819,LEARNING_SET,5
2022-03-08 23:08:48,user_22,unit_164,LEARNING_SET,5
2022-03-06 12:22:17,user_22,unit_169,LEARNING_SET,5
2022-03-20 18:53:13,user_18,unit_169,LEARNING_SET,5
2022-01-28 14:25:41,user_22,unit_153,LEARNING_SET,5
2022-02-18 10:49:38,user_19,unit_153,LEARNING_SET,5
2022-02-25 12:06:57,user_49,unit_153,LEARNING_SET,5
2022-02-24 20:42:22,user_11,unit_153,LEARNING_SET,5
2022-02-21 9:47:23,user_16,unit_109,LEARNING_SET,5
2022-02-14 9:12:07,user_23,unit_32,LEARNING_SET,5
2022-02-19 21:34:45,user_7,unit_32,LEARNING_SET,5
2022-02-15 19:15:50,user_11,unit_32,LEARNING_SET,5
2022-01-19 21:38:21,user_22,unit_32,LEARNING_SET,5
2022-01-19 21:17:28,user_22,unit_32,LEARNING_SET,5
2022-02-21 0:59:48,user_4,unit_24,LEARNING_SET,4
2022-03-03 17:19:28,user_22,unit_86,LEARNING_SET,5
2022-03-10 17:23:33,user_22,unit_175,LEARNING_SET,5
2022-03-21 18:53:35,user_18,unit_175,LEARNING_SET,5
2022-01-18 0:00:16,user_16,unit_55,LEARNING_SET,5
2022-03-01 15:32:13,user_49,unit_55,LEARNING_SET,5
2022-02-22 21:51:02,user_11,unit_55,LEARNING_SET,5
2022-03-12 23:40:17,user_11,unit_85,LEARNING_SET,5
2022-03-02 17:14:21,user_22,unit_85,LEARNING_SET,5
2022-03-28 20:02:12,user_44,unit_85,LEARNING_SET,5
2022-03-01 21:52:25,user_16,unit_568,LEARNING_SET,5
2022-03-09 23:40:19,user_22,unit_279,LEARNING_SET,5
2022-02-08 11:01:32,user_4,unit_25,LEARNING_SET,5
2022-03-01 0:42:32,user_16,unit_224,LEARNING_SET,5
2022-03-12 22:27:12,user_22,unit_193,LEARNING_SET,5
2022-03-29 18:53:31,user_18,unit_193,LEARNING_SET,5
2022-02-07 8:18:32,user_11,unit_24,LEARNING_SET,5
2022-02-07 6:33:04,user_46,unit_24,LEARNING_SET,5
2022-02-07 6:39:19,user_49,unit_24,LEARNING_SET,5
2022-01-16 8:51:20,user_22,unit_24,LEARNING_SET,5
2022-02-07 8:18:32,user_11,unit_24,LEARNING_SET,5
2022-02-27 19:57:59,user_18,unit_36,LEARNING_SET,5
2022-03-05 18:33:55,user_11,unit_36,LEARNING_SET,5
2022-02-24 16:27:08,user_22,unit_36,LEARNING_SET,5
2022-03-10 13:12:55,user_22,unit_170,LEARNING_SET,5
2022-03-06 11:04:03,user_22,unit_218,LEARNING_SET,5
2022-04-09 13:27:00,user_44,unit_218,LEARNING_SET,5
2022-03-10 23:12:37,user_22,unit_184,LEARNING_SET,5
2022-03-12 0:51:53,user_22,unit_190,LEARNING_SET,5
2022-03-06 10:11:07,user_46,unit_352,LEARNING_SET,5
2022-02-28 14:15:41,user_22,unit_352,LEARNING_SET,5
2022-04-03 22:25:27,user_31,unit_163,LEARNING_SET,5
2022-03-16 18:38:24,user_18,unit_163,LEARNING_SET,5
2022-03-07 23:03:16,user_22,unit_163,LEARNING_SET,5
2022-02-18 11:37:13,user_11,unit_4,LEARNING_SET,5
2022-01-20 23:36:56,user_22,unit_4,LEARNING_SET,5
2022-02-17 13:49:19,user_23,unit_4,LEARNING_SET,5
2022-02-28 19:59:30,user_19,unit_73,LEARNING_SET,5
2022-03-25 15:32:31,user_42,unit_73,LEARNING_SET,5
2022-03-16 19:41:47,user_44,unit_73,LEARNING_SET,5
2022-02-19 22:12:12,user_31,unit_73,LEARNING_SET,5
2022-02-06 8:51:59,user_25,unit_73,LEARNING_SET,100
2022-03-16 18:49:24,user_49,unit_73,LEARNING_SET,100
2022-03-05 20:27:15,user_11,unit_73,LEARNING_SET,90
2022-02-27 16:26:44,user_22,unit_73,LEARNING_SET,90
2022-02-27 21:37:55,user_18,unit_73,LEARNING_SET,90
2022-02-12 19:54:38,user_5,unit_14,LEARNING_SET,5
2022-02-16 15:11:20,user_23,unit_38,LEARNING_SET,5
2022-02-16 18:45:14,user_11,unit_38,LEARNING_SET,5
2022-01-20 0:51:50,user_22,unit_38,LEARNING_SET,5
2022-02-19 1:03:07,user_4,unit_26,LEARNING_SET,5
2022-01-31 12:49:29,user_22,unit_278,LEARNING_SET,5
2022-02-27 13:05:45,user_11,unit_278,LEARNING_SET,5
2022-02-05 0:17:05,user_22,unit_277,LEARNING_SET,5
2022-03-04 20:36:24,user_11,unit_277,LEARNING_SET,5
2022-02-27 23:25:55,user_16,unit_317,LEARNING_SET,5
2022-04-02 16:58:59,user_19,unit_317,LEARNING_SET,5
2022-03-03 19:58:50,user_18,unit_76,LEARNING_SET,5
2022-03-26 9:59:19,user_44,unit_76,LEARNING_SET,5
2022-03-09 19:10:17,user_11,unit_76,LEARNING_SET,5
2022-03-01 22:41:11,user_22,unit_76,LEARNING_SET,5
2022-03-10 18:53:00,user_22,unit_814,LEARNING_SET,5
2022-03-24 18:38:18,user_18,unit_189,LEARNING_SET,5
2022-03-11 0:49:34,user_22,unit_189,LEARNING_SET,5
2022-02-07 8:12:17,user_21,unit_8,LEARNING_SET,5
2022-03-31 19:53:32,user_18,unit_195,LEARNING_SET,5
2022-03-12 23:21:14,user_11,unit_82,LEARNING_SET,5
2022-03-27 19:48:57,user_44,unit_82,LEARNING_SET,5
2022-03-06 19:32:06,user_18,unit_82,LEARNING_SET,5
2022-02-07 11:08:39,user_4,unit_27,LEARNING_SET,5
2022-02-15 23:56:07,user_4,unit_28,LEARNING_SET,5
2022-02-11 9:17:20,user_5,unit_12,LEARNING_SET,5
2022-03-11 23:22:42,user_22,unit_187,LEARNING_SET,5
2022-02-22 20:27:28,user_16,unit_130,LEARNING_SET,5
2022-03-09 16:24:09,user_22,unit_173,LEARNING_SET,5
2022-03-21 18:53:10,user_18,unit_173,LEARNING_SET,5
2022-03-09 19:58:13,user_22,unit_183,LEARNING_SET,5
2022-03-22 18:25:48,user_18,unit_183,LEARNING_SET,5
2022-02-02 23:18:45,user_22,unit_174,LEARNING_SET,5
2022-01-22 23:06:12,user_22,unit_43,LEARNING_SET,5
2022-02-19 18:52:19,user_11,unit_43,LEARNING_SET,5
2022-03-19 10:36:25,user_44,unit_497,LEARNING_SET,5
2022-03-26 20:02:03,user_18,unit_497,LEARNING_SET,5
2022-03-29 18:53:06,user_18,unit_192,LEARNING_SET,5
2022-04-01 19:58:30,user_18,unit_192,LEARNING_SET,5
2022-03-11 22:23:53,user_22,unit_192,LEARNING_SET,5
2022-03-23 18:42:33,user_18,unit_186,LEARNING_SET,5
2022-03-10 23:20:07,user_22,unit_186,LEARNING_SET,5
2022-08-10 7:35:56,user_49,unit_208,LEARNING_SET,5
2022-02-12 2:29:44,user_4,unit_447,LEARNING_SET,5
2022-03-16 19:57:08,user_18,unit_166,LEARNING_SET,5
2022-03-08 0:20:27,user_22,unit_166,LEARNING_SET,5
2022-03-07 23:54:50,user_22,unit_166,LEARNING_SET,5
2022-02-14 13:47:32,user_11,unit_506,LEARNING_SET,5
2022-03-03 19:08:01,user_11,unit_13,LEARNING_SET,5
2022-02-03 23:04:53,user_22,unit_13,LEARNING_SET,5
2022-02-26 14:21:54,user_18,unit_13,LEARNING_SET,5
2022-02-13 10:24:56,user_11,unit_429,LEARNING_SET,5
2022-02-24 21:07:40,user_11,unit_5,LEARNING_SET,5
2022-02-25 20:42:52,user_44,unit_5,LEARNING_SET,5
2022-02-20 19:39:39,user_19,unit_5,LEARNING_SET,5
2022-01-29 0:25:51,user_22,unit_5,LEARNING_SET,5
2022-02-23 20:40:46,user_16,unit_133,LEARNING_SET,5
2022-02-10 6:38:24,user_4,unit_448,LEARNING_SET,5
2022-02-14 15:13:05,user_11,unit_276,LEARNING_SET,5
2022-02-13 8:56:33,user_23,unit_276,LEARNING_SET,5
2022-02-15 21:02:32,user_7,unit_276,LEARNING_SET,5
2022-02-14 21:54:11,user_31,unit_276,LEARNING_SET,5
2022-02-10 6:38:24,user_4,unit_448,LEARNING_SET,5
2022-03-09 0:22:40,user_22,unit_167,LEARNING_SET,5
2022-02-26 20:48:01,user_11,unit_65,LEARNING_SET,5
2022-03-07 11:17:21,user_16,unit_353,LEARNING_SET,5
2022-03-10 21:12:06,user_11,unit_35,LEARNING_SET,5
2022-02-28 14:51:11,user_22,unit_35,LEARNING_SET,5
2022-03-19 11:20:22,user_44,unit_35,LEARNING_SET,5
2022-03-04 2:45:04,user_22,unit_181,LEARNING_SET,5
2022-03-26 10:55:54,user_44,unit_181,LEARNING_SET,5
2022-01-14 1:59:34,user_16,unit_28,LEARNING_SET,5
2022-01-17 22:18:38,user_22,unit_28,LEARNING_SET,5
2022-02-08 21:19:13,user_11,unit_28,LEARNING_SET,5
2022-01-22 23:46:52,user_22,unit_45,LEARNING_SET,5
2022-01-19 20:04:36,user_47,unit_45,LEARNING_SET,5
2022-02-19 19:36:41,user_11,unit_45,LEARNING_SET,5
2022-02-12 8:55:46,user_11,unit_159,LEARNING_SET,5
2022-01-31 17:44:00,user_22,unit_64,LEARNING_SET,5
2022-01-23 22:07:42,user_22,unit_47,LEARNING_SET,5
2022-02-20 20:15:47,user_11,unit_47,LEARNING_SET,5
2022-02-10 6:39:12,user_4,unit_451,LEARNING_SET,5
2022-03-06 22:16:51,user_22,unit_220,LEARNING_SET,5
2022-02-13 10:46:56,user_4,unit_452,LEARNING_SET,5
2022-02-08 6:58:38,user_4,unit_453,LEARNING_SET,5
2022-01-27 15:03:43,user_47,unit_50,LEARNING_SET,5
2022-02-28 16:50:44,user_22,unit_74,LEARNING_SET,5
2022-01-14 22:22:56,user_22,unit_19,LEARNING_SET,5
2022-01-11 18:51:10,user_47,unit_19,LEARNING_SET,5
2022-02-06 20:10:42,user_11,unit_19,LEARNING_SET,5
2022-03-05 18:35:39,user_14,unit_19,LEARNING_SET,5
2022-02-05 9:57:42,user_23,unit_19,LEARNING_SET,5
2022-02-05 18:50:49,user_49,unit_19,LEARNING_SET,5
2022-03-09 21:04:31,user_14,unit_29,LEARNING_SET,5
2022-02-08 21:08:53,user_19,unit_29,LEARNING_SET,5
2022-03-17 18:50:31,user_18,unit_263,LEARNING_SET,5
2022-04-09 12:13:30,user_44,unit_263,LEARNING_SET,5
2022-03-09 22:32:26,user_22,unit_263,LEARNING_SET,5
2022-02-13 10:34:26,user_11,unit_441,LEARNING_SET,5
2022-01-19 18:53:24,user_22,unit_31,LEARNING_SET,5
2022-02-10 19:44:31,user_49,unit_31,LEARNING_SET,5
2022-02-04 23:36:46,user_4,unit_30,LEARNING_SET,5
2022-03-24 18:50:43,user_49,unit_222,LEARNING_SET,5
2022-03-03 16:06:21,user_22,unit_222,LEARNING_SET,5
2022-03-10 20:47:20,user_11,unit_222,LEARNING_SET,5
2022-03-04 23:04:54,user_18,unit_222,LEARNING_SET,5
2022-03-26 16:37:27,user_44,unit_222,LEARNING_SET,5
2022-03-11 19:29:00,user_22,unit_288,LEARNING_SET,5
2022-02-20 20:53:35,user_16,unit_288,LEARNING_SET,5
2022-03-11 20:12:39,user_18,unit_244,LEARNING_SET,5
2022-03-04 15:30:58,user_22,unit_244,LEARNING_SET,5
2022-02-26 18:56:32,user_11,unit_61,LEARNING_SET,5
2022-01-31 16:20:04,user_22,unit_61,LEARNING_SET,5
2022-02-21 14:22:32,user_18,unit_61,LEARNING_SET,5
2022-02-20 20:31:16,user_11,unit_52,LEARNING_SET,5
2022-01-23 22:50:33,user_22,unit_52,LEARNING_SET,5
2022-01-23 22:50:33,user_23,unit_20,LEARNING_SET,5
2022-01-23 22:50:33,user_24,unit_20,LEARNING_SET,5
2022-01-23 22:50:33,user_25,unit_20,LEARNING_SET,5
2022-01-23 22:50:33,user_26,unit_20,LEARNING_SET,5
2022-01-23 22:50:33,user_27,unit_20,LEARNING_SET,5
2022-02-21 14:22:32,user_23,unit_21,LEARNING_SET,5
2022-02-21 14:22:32,user_24,unit_21,LEARNING_SET,5
2022-02-21 14:22:32,user_25,unit_21,LEARNING_SET,5
2022-02-21 14:22:32,user_26,unit_21,LEARNING_SET,5
2022-02-21 14:22:32,user_27,unit_21,LEARNING_SET,5